,Word,Occurences_Before,Occurences_After,Percent_Before,Percent_After,Delta
1557,ягід,4,0,7.995362689640009e-05,0.0,0.0
1558,глибше,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1559,гірше,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1560,гнізда,4,6,7.995362689640009e-05,0.0001299151221202148,4.9961495223814706e-05
1561,більшість,4,5,7.995362689640009e-05,0.00010826260176684566,2.8308974870445573e-05
1562,сказаного,4,0,7.995362689640009e-05,0.0,0.0
1563,подобається,4,0,7.995362689640009e-05,0.0,0.0
1564,дещо,4,0,7.995362689640009e-05,0.0,0.0
1565,мужність,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1566,протягом,4,0,7.995362689640009e-05,0.0,0.0
1567,найгірше,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1568,хотіли,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1569,розмов,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1570,проблема,4,0,7.995362689640009e-05,0.0,0.0
1571,дії,4,0,7.995362689640009e-05,0.0,0.0
1572,залежність,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1573,минулого,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1574,пішов,4,7,7.995362689640009e-05,0.00015156764247358393,7.161401557718384e-05
1575,дорослих,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1576,відповідати,4,0,7.995362689640009e-05,0.0,0.0
1577,намагаються,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1578,вірніше,4,0,7.995362689640009e-05,0.0,0.0
1579,ніяк,4,7,7.995362689640009e-05,0.00015156764247358393,7.161401557718384e-05
1580,вибору,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1581,неминучість,4,0,7.995362689640009e-05,0.0,0.0
1582,перш,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1583,починаєш,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1584,важливо,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1585,переконати,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1586,сил,4,8,7.995362689640009e-05,0.00017322016282695306,9.326653593055297e-05
1587,нагадує,4,0,7.995362689640009e-05,0.0,0.0
1588,потребує,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1589,просторі,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1590,нашими,4,8,7.995362689640009e-05,0.00017322016282695306,9.326653593055297e-05
1591,автомати,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1592,зупинити,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1593,якась,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1594,будинки,4,6,7.995362689640009e-05,0.0001299151221202148,4.9961495223814706e-05
1595,російської,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1596,говорят,4,0,7.995362689640009e-05,0.0,0.0
1597,імлі,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1598,тисячу,4,0,7.995362689640009e-05,0.0,0.0
1599,сильно,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1600,найважливіше,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1601,зможеш,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1602,повернемося,4,0,7.995362689640009e-05,0.0,0.0
1603,облич,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1604,тікати,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1605,пил,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1606,літа,4,8,7.995362689640009e-05,0.00017322016282695306,9.326653593055297e-05
1607,лицем,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1608,капелане,4,0,7.995362689640009e-05,0.0,0.0
1609,джерела,4,0,7.995362689640009e-05,0.0,0.0
1610,спалили,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1611,потоків,4,0,7.995362689640009e-05,0.0,0.0
1612,читати,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1613,пророків,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1614,роса,4,0,7.995362689640009e-05,0.0,0.0
1615,згадувати,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1616,давай,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1617,гуменюк,4,0,7.995362689640009e-05,0.0,0.0
1618,юнак,4,0,7.995362689640009e-05,0.0,0.0
1619,називають,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1620,відпускає,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1621,намертво,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1622,стару,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1623,якесь,4,0,7.995362689640009e-05,0.0,0.0
1624,поволі,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1625,головою,4,9,7.995362689640009e-05,0.0001948726831803222,0.0001149190562839221
1626,ее,4,0,7.995362689640009e-05,0.0,0.0
1627,они,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1628,был,4,0,7.995362689640009e-05,0.0,0.0
1629,єдина,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1630,камені,4,7,7.995362689640009e-05,0.00015156764247358393,7.161401557718384e-05
1631,пробачення,4,0,7.995362689640009e-05,0.0,0.0
1632,залишився,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1633,палять,4,0,7.995362689640009e-05,0.0,0.0
1634,хвиль,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1635,зморшки,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1636,відстань,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1637,га-га,4,0,7.995362689640009e-05,0.0,0.0
1638,прийшла,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1639,хату,4,5,7.995362689640009e-05,0.00010826260176684566,2.8308974870445573e-05
1640,пам'ять,4,16,7.995362689640009e-05,0.00034644032565390613,0.00026648669875750604
1641,наново,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1642,назовсім,4,0,7.995362689640009e-05,0.0,0.0
1643,язик,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1644,течії,4,0,7.995362689640009e-05,0.0,0.0
1645,пам'яті,4,9,7.995362689640009e-05,0.0001948726831803222,0.0001149190562839221
1646,цвинтар,4,0,7.995362689640009e-05,0.0,0.0
1647,війська,4,11,7.995362689640009e-05,0.00023817772388706046,0.00015822409699066037
1648,родинні,4,0,7.995362689640009e-05,0.0,0.0
1649,зв’язки,4,0,7.995362689640009e-05,0.0,0.0
1650,радісно,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1651,промінь,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1652,знала,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1653,голод,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1654,мед,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1655,дітьми,4,9,7.995362689640009e-05,0.0001948726831803222,0.0001149190562839221
1656,обійми,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1657,можете,4,0,7.995362689640009e-05,0.0,0.0
1658,голка,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1659,часів,4,6,7.995362689640009e-05,0.0001299151221202148,4.9961495223814706e-05
1660,обох,4,0,7.995362689640009e-05,0.0,0.0
1661,ховати,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1662,відпущений,4,0,7.995362689640009e-05,0.0,0.0
1663,вгорі,4,6,7.995362689640009e-05,0.0001299151221202148,4.9961495223814706e-05
1664,говорячи,4,0,7.995362689640009e-05,0.0,0.0
1665,грунт,4,0,7.995362689640009e-05,0.0,0.0
1666,великого,4,7,7.995362689640009e-05,0.00015156764247358393,7.161401557718384e-05
1667,тривоги,4,10,7.995362689640009e-05,0.00021652520353369133,0.00013657157663729124
1668,дошці,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1669,их,4,0,7.995362689640009e-05,0.0,0.0
1670,ступає,4,0,7.995362689640009e-05,0.0,0.0
1671,сім,4,5,7.995362689640009e-05,0.00010826260176684566,2.8308974870445573e-05
1672,запитання,4,0,7.995362689640009e-05,0.0,0.0
1673,тією,4,0,7.995362689640009e-05,0.0,0.0
1674,померли,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1675,тягне,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1676,осіннього,4,0,7.995362689640009e-05,0.0,0.0
1677,любить,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1678,мові,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1679,жовтня,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1680,хвиля,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1681,пізнає,4,0,7.995362689640009e-05,0.0,0.0
1682,вперед,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1683,коцький,4,0,7.995362689640009e-05,0.0,0.0
1684,будували,4,0,7.995362689640009e-05,0.0,0.0
1685,мститься,4,0,7.995362689640009e-05,0.0,0.0
1686,миє,4,0,7.995362689640009e-05,0.0,0.0
1687,витирає,4,0,7.995362689640009e-05,0.0,0.0
1688,кинуті,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1689,будьмо,4,0,7.995362689640009e-05,0.0,0.0
1690,дитинства,4,3,7.995362689640009e-05,6.49575610601074e-05,-1.4996065836292693e-05
1691,називай,4,1,7.995362689640009e-05,2.1652520353369133e-05,-5.830110654303096e-05
1692,стожари,4,0,7.995362689640009e-05,0.0,0.0
1693,марина,4,0,7.995362689640009e-05,0.0,0.0
1694,подякувати,4,0,7.995362689640009e-05,0.0,0.0
1695,навпіл,4,4,7.995362689640009e-05,8.661008141347653e-05,6.65645451707644e-06
1696,пам'ятаю,4,2,7.995362689640009e-05,4.3305040706738266e-05,-3.6648586189661826e-05
1697,підходьмо,4,0,7.995362689640009e-05,0.0,0.0
1698,героїв,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1699,належить,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1700,народу,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1701,отже,3,8,5.996522017230007e-05,0.00017322016282695306,0.000113254942654653
1702,майдану,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1703,щити,3,0,5.996522017230007e-05,0.0,0.0
1704,мури,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1705,почнеться,3,0,5.996522017230007e-05,0.0,0.0
1706,лишився,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1707,пітьму,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1708,собака,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1709,усією,3,0,5.996522017230007e-05,0.0,0.0
1710,чекаючи,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1711,шум,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1712,відчаю,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1713,шерсть,3,0,5.996522017230007e-05,0.0,0.0
1714,власне,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1715,порожній,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1716,бувають,3,0,5.996522017230007e-05,0.0,0.0
1717,колір,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1718,ліхтарів,3,0,5.996522017230007e-05,0.0,0.0
1719,кожну,3,6,5.996522017230007e-05,0.0001299151221202148,6.994990194791473e-05
1720,залишається,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1721,європі,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1722,сидіти,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1723,хабровський,3,0,5.996522017230007e-05,0.0,0.0
1724,веснянки,3,0,5.996522017230007e-05,0.0,0.0
1725,віддає,3,0,5.996522017230007e-05,0.0,0.0
1726,зумів,3,0,5.996522017230007e-05,0.0,0.0
1727,підняв,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1728,озера,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1729,кладе,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1730,сенсу,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1731,вдається,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1732,розмову,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1733,розкривається,3,0,5.996522017230007e-05,0.0,0.0
1734,пальцем,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1735,голосно,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1736,дверей,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1737,закоханих,3,0,5.996522017230007e-05,0.0,0.0
1738,форми,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1739,ведуть,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1740,святвечір,3,0,5.996522017230007e-05,0.0,0.0
1741,зустрів,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1742,великому,3,0,5.996522017230007e-05,0.0,0.0
1743,старі,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1744,забуду,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1745,огортає,3,0,5.996522017230007e-05,0.0,0.0
1746,(с),3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1747,швидше,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1748,свят,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1749,співає,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1750,кімнаті,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1751,рушити,3,0,5.996522017230007e-05,0.0,0.0
1752,повідомлення,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1753,втома,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1754,просить,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1755,втрата,3,0,5.996522017230007e-05,0.0,0.0
1756,ніжність,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1757,хвилин,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1758,сухе,3,0,5.996522017230007e-05,0.0,0.0
1759,ціла,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1760,повінь,3,0,5.996522017230007e-05,0.0,0.0
1761,сплять,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1762,зірку,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1763,прапор,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1764,вологі,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1765,прапором,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1766,збирати,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1767,підлітків,3,0,5.996522017230007e-05,0.0,0.0
1768,розглядають,3,0,5.996522017230007e-05,0.0,0.0
1769,ходою,3,0,5.996522017230007e-05,0.0,0.0
1770,меду,3,0,5.996522017230007e-05,0.0,0.0
1771,серцем,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1772,залишив,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1773,молоком,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1774,язиком,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1775,срібло,3,0,5.996522017230007e-05,0.0,0.0
1776,рибалки,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1777,виявляється,3,0,5.996522017230007e-05,0.0,0.0
1778,чудо,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1779,комети,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1780,(чи,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1781,метро,3,6,5.996522017230007e-05,0.0001299151221202148,6.994990194791473e-05
1782,гілок,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1783,бездонна,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1784,рядок,3,0,5.996522017230007e-05,0.0,0.0
1785,жарт,3,0,5.996522017230007e-05,0.0,0.0
1786,олег,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1787,синові,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1788,число,3,0,5.996522017230007e-05,0.0,0.0
1789,власної,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1790,пізнати,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1791,страждання,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1792,померлим,3,0,5.996522017230007e-05,0.0,0.0
1793,котру,3,0,5.996522017230007e-05,0.0,0.0
1794,злетіти,3,0,5.996522017230007e-05,0.0,0.0
1795,телефон,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1796,пів-пляшки,3,0,5.996522017230007e-05,0.0,0.0
1797,ваші,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1798,сенс,3,6,5.996522017230007e-05,0.0001299151221202148,6.994990194791473e-05
1799,плачуть,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1800,набиті,3,0,5.996522017230007e-05,0.0,0.0
1801,саму,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1802,цукор,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1803,смертю,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1804,власного,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1805,батьків,3,0,5.996522017230007e-05,0.0,0.0
1806,коліно,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1807,високим,3,0,5.996522017230007e-05,0.0,0.0
1808,останнім,3,0,5.996522017230007e-05,0.0,0.0
1809,пам’ятати,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1810,повз,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1811,українському,3,0,5.996522017230007e-05,0.0,0.0
1812,вами,3,6,5.996522017230007e-05,0.0001299151221202148,6.994990194791473e-05
1813,європа,3,7,5.996522017230007e-05,0.00015156764247358393,9.160242230128386e-05
1814,путін,3,0,5.996522017230007e-05,0.0,0.0
1815,прийдуть,3,0,5.996522017230007e-05,0.0,0.0
1816,серцебиття,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1817,фарба,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1818,тиха,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1819,співали,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1820,снайпер,3,0,5.996522017230007e-05,0.0,0.0
1821,носом,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1822,барабани,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1823,народжується,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1824,газу,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1825,збиває,3,0,5.996522017230007e-05,0.0,0.0
1826,тихим,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1827,барикад,3,0,5.996522017230007e-05,0.0,0.0
1828,брат,3,6,5.996522017230007e-05,0.0001299151221202148,6.994990194791473e-05
1829,белы,3,0,5.996522017230007e-05,0.0,0.0
1830,вока,3,0,5.996522017230007e-05,0.0,0.0
1831,порожня,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1832,золоте,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1833,пече,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1834,гри,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1835,улюблений,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1836,убиті,3,0,5.996522017230007e-05,0.0,0.0
1837,дівчата,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1838,солдати,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1839,ваш,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1840,стоїш,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1841,плечима,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1842,синів,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1843,мороку,3,0,5.996522017230007e-05,0.0,0.0
1844,стій,3,8,5.996522017230007e-05,0.00017322016282695306,0.000113254942654653
1845,коня,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1846,справ,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1847,молодець,3,0,5.996522017230007e-05,0.0,0.0
1848,зате,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1849,літає,3,0,5.996522017230007e-05,0.0,0.0
1850,свет,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1851,чогось,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1852,увагу,3,0,5.996522017230007e-05,0.0,0.0
1853,перечитав,3,0,5.996522017230007e-05,0.0,0.0
1854,міжнародних,3,0,5.996522017230007e-05,0.0,0.0
1855,піхвою,3,0,5.996522017230007e-05,0.0,0.0
1856,шафі,3,0,5.996522017230007e-05,0.0,0.0
1857,шрами,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
1858,солодка,3,0,5.996522017230007e-05,0.0,0.0
1859,другого,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1860,тій,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1861,відстані,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1862,сажі,3,0,5.996522017230007e-05,0.0,0.0
1863,розглядає,3,0,5.996522017230007e-05,0.0,0.0
1864,десятки,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1865,мішки,3,0,5.996522017230007e-05,0.0,0.0
1866,барикади,3,0,5.996522017230007e-05,0.0,0.0
1867,здатні,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1868,гільз,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1869,позицію,3,0,5.996522017230007e-05,0.0,0.0
1870,годин,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1871,минуло,3,0,5.996522017230007e-05,0.0,0.0
1872,поцілунок,3,0,5.996522017230007e-05,0.0,0.0
1873,присутності,3,0,5.996522017230007e-05,0.0,0.0
1874,павло,3,7,5.996522017230007e-05,0.00015156764247358393,9.160242230128386e-05
1875,теплій,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1876,крик,3,7,5.996522017230007e-05,0.00015156764247358393,9.160242230128386e-05
1877,якогось,3,4,5.996522017230007e-05,8.661008141347653e-05,2.6644861241176463e-05
1878,співу,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1879,враження,3,0,5.996522017230007e-05,0.0,0.0
1880,пташиний,3,0,5.996522017230007e-05,0.0,0.0
1881,ока,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1882,посад,3,0,5.996522017230007e-05,0.0,0.0
1883,дотепер,3,0,5.996522017230007e-05,0.0,0.0
1884,старший,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1885,повернувся,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1886,дома,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1887,суспільство,3,0,5.996522017230007e-05,0.0,0.0
1888,мозок,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1889,оком,3,0,5.996522017230007e-05,0.0,0.0
1890,тривають,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1891,ласку,3,0,5.996522017230007e-05,0.0,0.0
1892,розуму,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1893,духу,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1894,віддаючи,3,0,5.996522017230007e-05,0.0,0.0
1895,політична,3,0,5.996522017230007e-05,0.0,0.0
1896,подій,3,3,5.996522017230007e-05,6.49575610601074e-05,4.99234088780733e-06
1897,могло,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1898,частіше,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1899,власні,3,2,5.996522017230007e-05,4.3305040706738266e-05,-1.6660179465561803e-05
1900,захист,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1901,голуби,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1902,питали,3,0,5.996522017230007e-05,0.0,0.0
1903,роками,3,1,5.996522017230007e-05,2.1652520353369133e-05,-3.8312699818930936e-05
1904,боліло,3,0,5.996522017230007e-05,0.0,0.0
1905,україна,3,5,5.996522017230007e-05,0.00010826260176684566,4.8297381594545596e-05
